rank,word,count,freq_per_million
2511,photography,94,46.989122
2512,hebrew,94,46.989122
2513,notably,94,46.989122
2514,sense,94,46.989122
2515,competing,94,46.989122
2516,legislation,94,46.989122
2517,gain,94,46.989122
2518,avenue,94,46.989122
2519,bruce,94,46.989122
2520,southeast,94,46.989122
2521,dice,94,46.989122
2522,actors,93,46.489238
2523,producing,93,46.489238
2524,douglas,93,46.489238
2525,converted,93,46.489238
2526,pittsburgh,93,46.489238
2527,schedule,93,46.489238
2528,norway,93,46.489238
2529,ministers,93,46.489238
2530,ceo,93,46.489238
2531,wave,93,46.489238
2532,crisis,93,46.489238
2533,advantage,93,46.489238
2534,brief,93,46.489238
2535,reaction,93,46.489238
2536,overseas,93,46.489238
2537,missing,93,46.489238
2538,ben,93,46.489238
2539,strategic,93,46.489238
2540,entrance,93,46.489238
2541,iran,93,46.489238
2542,outstanding,93,46.489238
2543,centuries,93,46.489238
2544,fd,93,46.489238
2545,requires,93,46.489238
2546,team's,93,46.489238
2547,median,93,46.489238
2548,syndrome,93,46.489238
2549,voting,93,46.489238
2550,toward,93,46.489238
2551,drainage,93,46.489238
2552,stages,93,46.489238
2553,kelley,93,46.489238
2554,victor,92,45.989353
2555,display,92,45.989353
2556,avoid,92,45.989353
2557,chose,92,45.989353
2558,queens,92,45.989353
2559,frankfurt,92,45.989353
2560,serbia,92,45.989353
2561,presidential,92,45.989353
2562,praised,92,45.989353
2563,arrest,92,45.989353
2564,drawn,92,45.989353
2565,aid,92,45.989353
2566,someone,92,45.989353
2567,involving,92,45.989353
2568,saints,92,45.989353
2569,layer,92,45.989353
2570,appeal,92,45.989353
2571,negative,92,45.989353
2572,communists,92,45.989353
2573,malaysia,92,45.989353
2574,marie,92,45.989353
2575,operational,92,45.989353
2576,extra,92,45.989353
2577,satellite,92,45.989353
2578,delhi,92,45.989353
2579,talk,91,45.489469
2580,frequency,91,45.489469
2581,platforms,91,45.489469
2582,bonus,91,45.489469
2583,progress,91,45.489469
2584,dates,91,45.489469
2585,wade,91,45.489469
2586,prepared,91,45.489469
2587,township,91,45.489469
2588,miami,91,45.489469
2589,golf,91,45.489469
2590,hamilton,91,45.489469
2591,turkish,91,45.489469
2592,closely,91,45.489469
2593,pdf,91,45.489469
2594,robinson,91,45.489469
2595,restaurant,91,45.489469
2596,dropped,91,45.489469
2597,calls,91,45.489469
2598,deaths,91,45.489469
2599,specifically,91,45.489469
2600,bob,91,45.489469
2601,fashion,91,45.489469
2602,manufacturing,91,45.489469
2603,consisting,91,45.489469
2604,bird,91,45.489469
2605,lakes,91,45.489469
2606,baltimore,91,45.489469
2607,andrei,91,45.489469
2608,symphony,91,45.489469
2609,wright,90,44.989585
2610,starts,90,44.989585
2611,differences,90,44.989585
2612,weather,90,44.989585
2613,restored,90,44.989585
2614,dynasty,90,44.989585
2615,combination,90,44.989585
2616,registered,90,44.989585
2617,conservative,90,44.989585
2618,interests,90,44.989585
2619,stopped,90,44.989585
2620,rooms,90,44.989585
2621,palace,90,44.989585
2622,chemistry,90,44.989585
2623,proved,90,44.989585
2624,seats,90,44.989585
2625,crash,90,44.989585
2626,lands,90,44.989585
2627,colonial,90,44.989585
2628,norwegian,90,44.989585
2629,conflict,90,44.989585
2630,lay,90,44.989585
2631,perform,90,44.989585
2632,vienna,90,44.989585
2633,idle,90,44.989585
2634,follow,89,44.489701
2635,standings,89,44.489701
2636,bell,89,44.489701
2637,socialist,89,44.489701
2638,dublin,89,44.489701
2639,context,89,44.489701
2640,cathedral,89,44.489701
2641,developing,89,44.489701
2642,argentina,89,44.489701
2643,regarded,89,44.489701
2644,labour,89,44.489701
2645,sri,89,44.489701
2646,gets,89,44.489701
2647,easy,89,44.489701
2648,emergency,89,44.489701
2649,grounds,89,44.489701
2650,mechanical,89,44.489701
2651,sale,89,44.489701
2652,evolution,89,44.489701
2653,narrow,89,44.489701
2654,sleep,89,44.489701
2655,lock,89,44.489701
2656,rocks,89,44.489701
2657,medals,89,44.489701
2658,flowers,89,44.489701
2659,maintain,89,44.489701
2660,prefecture,89,44.489701
2661,novels,88,43.989816
2662,picture,88,43.989816
2663,universal,88,43.989816
2664,premiered,88,43.989816
2665,try,88,43.989816
2666,suspended,88,43.989816
2667,shape,88,43.989816
2668,drivers,88,43.989816
2669,protect,88,43.989816
2670,warner,88,43.989816
2671,injured,88,43.989816
2672,showing,88,43.989816
2673,consecutive,88,43.989816
2674,demand,88,43.989816
2675,sunday,88,43.989816
2676,nhl,88,43.989816
2677,credits,88,43.989816
2678,shell,88,43.989816
2679,orange,88,43.989816
2680,pandemic,88,43.989816
2681,parliamentary,88,43.989816
2682,classes,88,43.989816
2683,counties,88,43.989816
2684,values,88,43.989816
2685,jacob,88,43.989816
2686,escape,88,43.989816
2687,brisbane,88,43.989816
2688,dick,88,43.989816
2689,immigration,88,43.989816
2690,policies,88,43.989816
2691,productions,87,43.489932
2692,missouri,87,43.489932
2693,austria,87,43.489932
2694,incorporated,87,43.489932
2695,offering,87,43.489932
2696,extension,87,43.489932
2697,covers,87,43.489932
2698,degrees,87,43.489932
2699,charges,87,43.489932
2700,standing,87,43.489932
2701,finance,87,43.489932
2702,establish,87,43.489932
2703,seeking,87,43.489932
2704,venice,87,43.489932
2705,disc,87,43.489932
2706,muslim,87,43.489932
2707,chain,87,43.489932
2708,lose,87,43.489932
2709,transition,87,43.489932
2710,guy,87,43.489932
2711,save,87,43.489932
2712,ma,87,43.489932
2713,colony,87,43.489932
2714,clean,87,43.489932
2715,designs,87,43.489932
2716,arsenal,87,43.489932
2717,stanley,86,42.990048
2718,inner,86,42.990048
2719,methods,86,42.990048
2720,sullivan,86,42.990048
2721,honors,86,42.990048
2722,contrast,86,42.990048
2723,adapted,86,42.990048
2724,fast,86,42.990048
2725,franklin,86,42.990048
2726,laid,86,42.990048
2727,items,86,42.990048
2728,plate,86,42.990048
2729,mason,86,42.990048
2730,biology,86,42.990048
2731,responsibility,86,42.990048
2732,equal,86,42.990048
2733,continental,86,42.990048
2734,roof,86,42.990048
2735,require,86,42.990048
2736,heavily,86,42.990048
2737,planet,86,42.990048
2738,battery,86,42.990048
2739,window,86,42.990048
2740,device,86,42.990048
2741,broadway,86,42.990048
2742,nicholas,86,42.990048
2743,eric,85,42.490164
2744,montreal,85,42.490164
2745,howard,85,42.490164
2746,refers,85,42.490164
2747,manga,85,42.490164
2748,enter,85,42.490164
2749,calling,85,42.490164
2750,dating,85,42.490164
2751,opportunity,85,42.490164
2752,summary,85,42.490164
2753,partnership,85,42.490164
2754,revised,85,42.490164
2755,ones,85,42.490164
2756,documents,85,42.490164
2757,diocese,85,42.490164
2758,streets,85,42.490164
2759,decade,85,42.490164
2760,trail,85,42.490164
2761,hope,85,42.490164
2762,maintained,85,42.490164
2763,index,85,42.490164
2764,mouth,85,42.490164
2765,antonio,85,42.490164
2766,phi,85,42.490164
2767,competitions,85,42.490164
2768,sounds,85,42.490164
2769,sporting,85,42.490164
2770,household,85,42.490164
2771,morris,84,41.990279
2772,techniques,84,41.990279
2773,depth,84,41.990279
2774,seconds,84,41.990279
2775,creative,84,41.990279
2776,caught,84,41.990279
2777,substance,84,41.990279
2778,string,84,41.990279
2779,juan,84,41.990279
2780,step,84,41.990279
2781,nor,84,41.990279
2782,technique,84,41.990279
2783,cited,84,41.990279
2784,occupied,84,41.990279
2785,perhaps,84,41.990279
2786,gender,84,41.990279
2787,origins,84,41.990279
2788,samuel,84,41.990279
2789,increasingly,84,41.990279
2790,protected,84,41.990279
2791,fan,84,41.990279
2792,scholar,84,41.990279
2793,southwest,84,41.990279
2794,philosopher,84,41.990279
2795,coffee,84,41.990279
2796,strike,84,41.990279
2797,costs,84,41.990279
2798,marks,84,41.990279
2799,gap,84,41.990279
2800,density,84,41.990279
2801,mathematics,84,41.990279
2802,zhou,84,41.990279
2803,commonwealth,83,41.490395
2804,leads,83,41.490395
2805,backing,83,41.490395
2806,releases,83,41.490395
2807,moore,83,41.490395
2808,brain,83,41.490395
2809,businesses,83,41.490395
2810,fired,83,41.490395
2811,adaptation,83,41.490395
2812,broken,83,41.490395
2813,knight,83,41.490395
2814,lane,83,41.490395
2815,trip,83,41.490395
2816,debuted,83,41.490395
2817,archives,83,41.490395
2818,flood,83,41.490395
2819,tons,83,41.490395
2820,learned,83,41.490395
2821,defeating,83,41.490395
2822,seems,83,41.490395
2823,victims,83,41.490395
2824,videos,83,41.490395
2825,missions,83,41.490395
2826,easily,83,41.490395
2827,steam,83,41.490395
2828,zones,83,41.490395
2829,game's,83,41.490395
2830,barbara,83,41.490395
2831,riders,83,41.490395
2832,actual,82,40.990511
2833,twin,82,40.990511
2834,movies,82,40.990511
2835,harry,82,40.990511
2836,soil,82,40.990511
2837,buy,82,40.990511
2838,bowl,82,40.990511
2839,landscape,82,40.990511
2840,carry,82,40.990511
2841,hampshire,82,40.990511
2842,businessman,82,40.990511
2843,infrastructure,82,40.990511
2844,capable,82,40.990511
2845,processes,82,40.990511
2846,heard,82,40.990511
2847,competitive,82,40.990511
2848,israeli,82,40.990511
2849,temporary,82,40.990511
2850,truth,82,40.990511
2851,christmas,82,40.990511
2852,detailed,82,40.990511
2853,respect,82,40.990511
2854,criticism,82,40.990511
2855,i'm,82,40.990511
2856,birds,82,40.990511
2857,recreational,82,40.990511
2858,sanders,82,40.990511
2859,quebec,82,40.990511
2860,harrington,82,40.990511
2861,avengers,82,40.990511
2862,wedding,81,40.490626
2863,giant,81,40.490626
2864,defend,81,40.490626
2865,opposite,81,40.490626
2866,interested,81,40.490626
2867,eleven,81,40.490626
2868,cultures,81,40.490626
2869,plaza,81,40.490626
2870,illustrated,81,40.490626
2871,encyclopedia,81,40.490626
2872,ukrainian,81,40.490626
2873,oblast,81,40.490626
2874,employed,81,40.490626
2875,sell,81,40.490626
2876,wind,81,40.490626
2877,faith,81,40.490626
2878,honour,81,40.490626
2879,losses,81,40.490626
2880,door,81,40.490626
2881,pointed,81,40.490626
2882,photo,81,40.490626
2883,soundtrack,81,40.490626
2884,ex,81,40.490626
2885,ensure,81,40.490626
2886,severe,81,40.490626
2887,gene,81,40.490626
2888,ambassador,81,40.490626
2889,commerce,81,40.490626
2890,starred,81,40.490626
2891,hills,81,40.490626
2892,retained,81,40.490626
2893,enforcement,81,40.490626
2894,arkansas,81,40.490626
2895,legislature,81,40.490626
2896,ago,81,40.490626
2897,disbanded,81,40.490626
2898,tube,81,40.490626
2899,vie,81,40.490626
2900,journey,80,39.990742
2901,underground,80,39.990742
2902,kg,80,39.990742
2903,bottom,80,39.990742
2904,thailand,80,39.990742
2905,hungary,80,39.990742
2906,integrated,80,39.990742
2907,orthodox,80,39.990742
2908,belgium,80,39.990742
2909,copper,80,39.990742
2910,soldier,80,39.990742
2911,folk,80,39.990742
2912,networks,80,39.990742
2913,formally,80,39.990742
2914,getting,80,39.990742
2915,argues,80,39.990742
2916,carol,80,39.990742
2917,spot,80,39.990742
2918,wayne,80,39.990742
2919,shaped,80,39.990742
2920,promote,80,39.990742
2921,serious,80,39.990742
2922,sugar,80,39.990742
2923,boundary,80,39.990742
2924,wada,80,39.990742
2925,colombia,80,39.990742
2926,norman,79,39.490858
2927,finding,79,39.490858
2928,capture,79,39.490858
2929,charity,79,39.490858
2930,preserved,79,39.490858
2931,installed,79,39.490858
2932,turns,79,39.490858
2933,questions,79,39.490858
2934,residence,79,39.490858
2935,stands,79,39.490858
2936,grey,79,39.490858
2937,father's,79,39.490858
2938,attacks,79,39.490858
2939,hurricane,79,39.490858
2940,municipalities,79,39.490858
2941,company's,79,39.490858
2942,wear,79,39.490858
2943,delivered,79,39.490858
2944,spending,79,39.490858
2945,mini,79,39.490858
2946,dna,79,39.490858
2947,rio,79,39.490858
2948,incorporates,79,39.490858
2949,morgan,79,39.490858
2950,superior,79,39.490858
2951,replace,79,39.490858
2952,patient,79,39.490858
2953,typical,79,39.490858
2954,changing,79,39.490858
2955,king's,79,39.490858
2956,gameplay,79,39.490858
2957,formal,79,39.490858
2958,venue,79,39.490858
2959,cuts,79,39.490858
2960,merger,79,39.490858
2961,fuji,79,39.490858
2962,centers,79,39.490858
2963,driven,78,38.990974
2964,filmography,78,38.990974
2965,narrative,78,38.990974
2966,compilation,78,38.990974
2967,receptions,78,38.990974
2968,meets,78,38.990974
2969,wonder,78,38.990974
2970,lawyer,78,38.990974
2971,daughters,78,38.990974
2972,demographics,78,38.990974
2973,circle,78,38.990974
2974,wisconsin,78,38.990974
2975,overview,78,38.990974
2976,highlights,78,38.990974
2977,adjacent,78,38.990974
2978,hundred,78,38.990974
2979,arab,78,38.990974
2980,raise,78,38.990974
2981,carter,78,38.990974
2982,counter,78,38.990974
2983,roberts,78,38.990974
2984,achievement,78,38.990974
2985,brazilian,78,38.990974
2986,indicated,78,38.990974
2987,samples,78,38.990974
2988,florence,78,38.990974
2989,animal,78,38.990974
2990,owners,78,38.990974
2991,behavior,78,38.990974
2992,crimes,78,38.990974
2993,eds,78,38.990974
2994,portrayed,77,38.491089
2995,rescue,77,38.491089
2996,revenue,77,38.491089
2997,heads,77,38.491089
2998,represents,77,38.491089
2999,steven,77,38.491089
3000,experienced,77,38.491089
3001,belgrade,77,38.491089
3002,pool,77,38.491089
3003,jerusalem,77,38.491089
3004,salt,77,38.491089
3005,regularly,77,38.491089
3006,educated,77,38.491089
3007,clinical,77,38.491089
3008,roster,77,38.491089
3009,il,77,38.491089
3010,transportation,77,38.491089
3011,mac,77,38.491089
3012,implementation,77,38.491089
3013,embassy,77,38.491089
3014,ussr,77,38.491089
3015,communications,77,38.491089
3016,hawkeye,77,38.491089
3017,suicide,76,37.991205
3018,seattle,76,37.991205
3019,aimed,76,37.991205
3020,philip,76,37.991205
3021,tall,76,37.991205
3022,equipped,76,37.991205
3023,fox,76,37.991205
3024,sarah,76,37.991205
3025,fixed,76,37.991205
3026,diego,76,37.991205
3027,donated,76,37.991205
3028,childhood,76,37.991205
3029,filming,76,37.991205
3030,simon,76,37.991205
3031,path,76,37.991205
3032,invited,76,37.991205
3033,poems,76,37.991205
3034,oregon,76,37.991205
3035,rolls,76,37.991205
3036,characteristics,76,37.991205
3037,recordings,76,37.991205
3038,vocal,76,37.991205
3039,waste,76,37.991205
3040,tim,76,37.991205
3041,participation,76,37.991205
3042,arranged,76,37.991205
3043,fossil,76,37.991205
3044,americans,76,37.991205
3045,leagues,76,37.991205
3046,adding,76,37.991205
3047,tier,76,37.991205
3048,c'est,76,37.991205
3049,difference,75,37.491321
3050,extensive,75,37.491321
3051,effectively,75,37.491321
3052,dc,75,37.491321
3053,industries,75,37.491321
3054,charged,75,37.491321
3055,ion,75,37.491321
3056,factor,75,37.491321
3057,inaugural,75,37.491321
3058,moment,75,37.491321
3059,venture,75,37.491321
3060,appointment,75,37.491321
3061,madrid,75,37.491321
3062,visit,75,37.491321
3063,request,75,37.491321
3064,concerns,75,37.491321
3065,churches,75,37.491321
3066,contest,75,37.491321
3067,shooting,75,37.491321
3068,worn,75,37.491321
3069,thing,75,37.491321
3070,linked,75,37.491321
3071,optical,75,37.491321
3072,mounted,75,37.491321
3073,sweet,75,37.491321
3074,solid,75,37.491321
3075,visiting,75,37.491321
3076,siege,75,37.491321
3077,coal,75,37.491321
3078,plains,75,37.491321
3079,vision,75,37.491321
3080,eddie,75,37.491321
3081,organ,74,36.991436
3082,scientists,74,36.991436
3083,christopher,74,36.991436
3084,ad,74,36.991436
3085,feel,74,36.991436
3086,purposes,74,36.991436
3087,allen,74,36.991436
3088,persons,74,36.991436
3089,guns,74,36.991436
3090,coins,74,36.991436
3091,strip,74,36.991436
3092,meanwhile,74,36.991436
3093,measure,74,36.991436
3094,electrical,74,36.991436
3095,roger,74,36.991436
3096,cooperation,74,36.991436
3097,eliminated,74,36.991436
3098,participate,74,36.991436
3099,exists,74,36.991436
3100,boss,74,36.991436
3101,thai,74,36.991436
3102,pinyin,74,36.991436
3103,frederick,74,36.991436
3104,wells,74,36.991436
3105,violent,74,36.991436
3106,doctrine,74,36.991436
3107,welsh,74,36.991436
3108,channels,74,36.991436
3109,ye,74,36.991436
3110,missile,74,36.991436
3111,giganotosaurus,74,36.991436
3112,artificial,73,36.491552
3113,animation,73,36.491552
3114,https,73,36.491552
3115,print,73,36.491552
3116,signal,73,36.491552
3117,importance,73,36.491552
3118,thousand,73,36.491552
3119,alive,73,36.491552
3120,exhibitions,73,36.491552
3121,passes,73,36.491552
3122,alabama,73,36.491552
3123,fled,73,36.491552
3124,possibly,73,36.491552
3125,band's,73,36.491552
3126,painted,73,36.491552
3127,robin,73,36.491552
3128,graham,73,36.491552
3129,stores,73,36.491552
3130,photographs,73,36.491552
3131,resource,73,36.491552
3132,contain,73,36.491552
3133,institution,73,36.491552
3134,factors,73,36.491552
3135,departments,73,36.491552
3136,answer,73,36.491552
3137,edinburgh,73,36.491552
3138,stood,73,36.491552
3139,understanding,73,36.491552
3140,roy,73,36.491552
3141,secure,73,36.491552
3142,concerning,73,36.491552
3143,touring,73,36.491552
3144,outbreak,73,36.491552
3145,congressional,73,36.491552
3146,logo,73,36.491552
3147,parks,73,36.491552
3148,civilization,73,36.491552
3149,phoenix,73,36.491552
3150,chui,73,36.491552
3151,world's,72,35.991668
3152,collaboration,72,35.991668
3153,extreme,72,35.991668
3154,speaking,72,35.991668
3155,committed,72,35.991668
3156,sponsored,72,35.991668
3157,scientist,72,35.991668
3158,membership,72,35.991668
3159,alfred,72,35.991668
3160,column,72,35.991668
3161,milan,72,35.991668
3162,goods,72,35.991668
3163,partners,72,35.991668
3164,instance,72,35.991668
3165,add,72,35.991668
3166,rated,72,35.991668
3167,decline,72,35.991668
3168,visited,72,35.991668
3169,hero,72,35.991668
3170,somewhat,72,35.991668
3171,gradually,72,35.991668
3172,skin,72,35.991668
3173,grandfather,72,35.991668
3174,carlos,72,35.991668
3175,harbor,72,35.991668
3176,accused,72,35.991668
3177,benjamin,72,35.991668
3178,parallel,72,35.991668
3179,task,72,35.991668
3180,interpretation,72,35.991668
3181,rangers,72,35.991668
3182,warming,72,35.991668
3183,clip,72,35.991668
3184,dallas,72,35.991668
3185,nitro,72,35.991668
3186,weed,72,35.991668
3187,wilder,72,35.991668
3188,frame,71,35.491784
3189,acted,71,35.491784
3190,proposal,71,35.491784
3191,arc,71,35.491784
3192,practices,71,35.491784
3193,surrounded,71,35.491784
3194,extremely,71,35.491784
3195,aspects,71,35.491784
3196,borders,71,35.491784
3197,tools,71,35.491784
3198,unless,71,35.491784
3199,uncle,71,35.491784
3200,grow,71,35.491784
3201,proper,71,35.491784
3202,determine,71,35.491784
3203,surname,71,35.491784
3204,technologies,71,35.491784
3205,arabic,71,35.491784
3206,preserve,71,35.491784
3207,ncaa,71,35.491784
3208,significantly,71,35.491784
3209,eighth,71,35.491784
3210,formations,71,35.491784
3211,costa,71,35.491784
3212,neighborhood,71,35.491784
3213,donald,71,35.491784
3214,cook,71,35.491784
3215,ages,71,35.491784
3216,framework,71,35.491784
3217,benefit,71,35.491784
3218,ibn,71,35.491784
3219,ferry,71,35.491784
3220,xi,71,35.491784
3221,nova,71,35.491784
3222,ill,70,34.991899
3223,andy,70,34.991899
3224,egypt,70,34.991899
3225,lucy,70,34.991899
3226,manages,70,34.991899
3227,modified,70,34.991899
3228,walk,70,34.991899
3229,falling,70,34.991899
3230,reputation,70,34.991899
3231,apply,70,34.991899
3232,evans,70,34.991899
3233,jeff,70,34.991899
3234,dj,70,34.991899
3235,forming,70,34.991899
3236,snow,70,34.991899
3237,peaked,70,34.991899
3238,producers,70,34.991899
3239,kim,70,34.991899
3240,fusion,70,34.991899
3241,matt,70,34.991899
3242,waters,70,34.991899
3243,youngest,70,34.991899
3244,accompanied,70,34.991899
3245,elder,70,34.991899
3246,mall,70,34.991899
3247,clothing,70,34.991899
3248,retail,70,34.991899
3249,alice,70,34.991899
3250,worker,70,34.991899
3251,seoul,70,34.991899
3252,airlines,70,34.991899
3253,ultimate,70,34.991899
3254,mario,70,34.991899
3255,flows,70,34.991899
3256,agencies,70,34.991899
3257,occupation,70,34.991899
3258,buffalo,70,34.991899
3259,libya,70,34.991899
3260,regiments,70,34.991899
3261,funk,70,34.991899
3262,niagara,70,34.991899
3263,maple,70,34.991899
3264,wcw,70,34.991899
3265,ozma,70,34.991899
3266,putman,70,34.991899
3267,evening,69,34.492015
3268,benefits,69,34.492015
3269,singing,69,34.492015
3270,similarly,69,34.492015
3271,essential,69,34.492015
3272,awareness,69,34.492015
3273,scholarship,69,34.492015
3274,attend,69,34.492015
3275,tropical,69,34.492015
3276,elevation,69,34.492015
3277,thirty,69,34.492015
3278,viewers,69,34.492015
3279,negotiations,69,34.492015
3280,kings,69,34.492015
3281,hundreds,69,34.492015
3282,matthew,69,34.492015
3283,duties,69,34.492015
3284,managing,69,34.492015
3285,none,69,34.492015
3286,tied,69,34.492015
3287,watch,69,34.492015
3288,sarajevo,69,34.492015
3289,broad,69,34.492015
3290,harvard,69,34.492015
3291,limits,69,34.492015
3292,learn,69,34.492015
3293,assistance,69,34.492015
3294,film's,69,34.492015
3295,equivalent,69,34.492015
3296,wearing,69,34.492015
3297,hired,69,34.492015
3298,bible,69,34.492015
3299,spiritual,69,34.492015
3300,senator,69,34.492015
3301,mercury,69,34.492015
3302,entering,69,34.492015
3303,oak,69,34.492015
3304,dry,69,34.492015
3305,longest,69,34.492015
3306,songwriter,69,34.492015
3307,republicans,69,34.492015
3308,recommended,69,34.492015
3309,economics,69,34.492015
3310,expression,69,34.492015
3311,dominated,69,34.492015
3312,col,69,34.492015
3313,sisters,69,34.492015
3314,borough,69,34.492015
3315,canal,69,34.492015
3316,hardware,69,34.492015
3317,collective,69,34.492015
3318,gang,69,34.492015
3319,aim,68,33.992131
3320,adams,68,33.992131
3321,melbourne,68,33.992131
3322,portrait,68,33.992131
3323,taiwan,68,33.992131
3324,experiences,68,33.992131
3325,moral,68,33.992131
3326,kevin,68,33.992131
3327,tank,68,33.992131
3328,signs,68,33.992131
3329,minority,68,33.992131
3330,junction,68,33.992131
3331,replacing,68,33.992131
3332,ban,68,33.992131
3333,fear,68,33.992131
3334,engaged,68,33.992131
3335,charter,68,33.992131
3336,adults,68,33.992131
3337,concentration,68,33.992131
3338,ottoman,68,33.992131
3339,baron,68,33.992131
3340,marvel,68,33.992131
3341,gay,68,33.992131
3342,pilots,68,33.992131
3343,choose,68,33.992131
3344,marlborough,68,33.992131
3345,cycle,68,33.992131
3346,covering,68,33.992131
3347,marc,68,33.992131
3348,charlie,68,33.992131
3349,monument,68,33.992131
3350,admitted,68,33.992131
3351,updated,68,33.992131
3352,volunteer,68,33.992131
3353,address,68,33.992131
3354,tests,68,33.992131
3355,inch,68,33.992131
3356,jews,68,33.992131
3357,country's,68,33.992131
3358,critic,68,33.992131
3359,martial,68,33.992131
3360,principles,68,33.992131
3361,oklahoma,68,33.992131
3362,significance,68,33.992131
3363,carl,68,33.992131
3364,angel,68,33.992131
3365,orphanage,68,33.992131
3366,derby,68,33.992131
3367,traveled,68,33.992131
3368,lincoln,68,33.992131
3369,healthcare,68,33.992131
3370,sin,68,33.992131
3371,yan,68,33.992131
3372,curly,68,33.992131
3373,everything,67,33.492247
3374,extraordinary,67,33.492247
3375,ruled,67,33.492247
3376,engines,67,33.492247
3377,document,67,33.492247
3378,harbour,67,33.492247
3379,signing,67,33.492247
3380,associate,67,33.492247
3381,survived,67,33.492247
3382,appearing,67,33.492247
3383,assist,67,33.492247
3384,cincinnati,67,33.492247
3385,sq,67,33.492247
3386,cat,67,33.492247
3387,abroad,67,33.492247
3388,pioneer,67,33.492247
3389,mean,67,33.492247
3390,classified,67,33.492247
3391,consider,67,33.492247
3392,phone,67,33.492247
3393,message,67,33.492247
3394,happened,67,33.492247
3395,indeed,67,33.492247
3396,declined,67,33.492247
3397,continuing,67,33.492247
3398,tehran,67,33.492247
3399,surviving,67,33.492247
3400,margaret,67,33.492247
3401,button,67,33.492247
3402,seed,67,33.492247
3403,rejected,67,33.492247
3404,relocated,67,33.492247
3405,os,67,33.492247
3406,annually,67,33.492247
3407,matters,67,33.492247
3408,religions,67,33.492247
3409,spoken,67,33.492247
3410,leo,67,33.492247
3411,seeds,67,33.492247
3412,ukraine,67,33.492247
3413,zapf,67,33.492247
3414,snead,67,33.492247
3415,vancouver,66,32.992362
3416,universe,66,32.992362
3417,claude,66,32.992362
3418,separated,66,32.992362
3419,hosts,66,32.992362
3420,didn't,66,32.992362
3421,neither,66,32.992362
3422,subjects,66,32.992362
3423,objects,66,32.992362
3424,university's,66,32.992362
3425,popularity,66,32.992362
3426,rolled,66,32.992362
3427,maritime,66,32.992362
3428,divisions,66,32.992362
3429,bit,66,32.992362
3430,ranks,66,32.992362
3431,arrival,66,32.992362
3432,vladimir,66,32.992362
3433,fun,66,32.992362
3434,friendly,66,32.992362
3435,occasionally,66,32.992362
3436,shop,66,32.992362
3437,wants,66,32.992362
3438,layout,66,32.992362
3439,grown,66,32.992362
3440,radical,66,32.992362
3441,stayed,66,32.992362
3442,palestine,66,32.992362
3443,ca,66,32.992362
3444,concern,66,32.992362
3445,mo,66,32.992362
3446,chancellor,66,32.992362
3447,supporters,66,32.992362
3448,racial,66,32.992362
3449,watson,66,32.992362
3450,biological,66,32.992362
3451,roughly,66,32.992362
3452,alleged,66,32.992362
3453,versus,66,32.992362
3454,johnny,66,32.992362
3455,alaska,66,32.992362
3456,can't,65,32.492478
3457,expedition,65,32.492478
3458,danish,65,32.492478
3459,entirely,65,32.492478
3460,constant,65,32.492478
3461,physics,65,32.492478
3462,rising,65,32.492478
3463,wings,65,32.492478
3464,vi,65,32.492478
3465,rapid,65,32.492478
3466,recovery,65,32.492478
3467,anime,65,32.492478
3468,editorial,65,32.492478
3469,fuel,65,32.492478
3470,approval,65,32.492478
3471,paintings,65,32.492478
3472,shares,65,32.492478
3473,script,65,32.492478
3474,frequent,65,32.492478
3475,talent,65,32.492478
3476,arm,65,32.492478
3477,ninth,65,32.492478
3478,struggle,65,32.492478
3479,jon,65,32.492478
3480,mp,65,32.492478
3481,existed,65,32.492478
3482,keith,65,32.492478
3483,pakistan,65,32.492478
3484,forests,65,32.492478
3485,cooperative,65,32.492478
3486,microsoft,65,32.492478
3487,philippines,65,32.492478
3488,clock,65,32.492478
3489,graduating,65,32.492478
3490,indoor,65,32.492478
3491,row,65,32.492478
3492,lava,65,32.492478
3493,bottas,65,32.492478
3494,operates,64,31.992594
3495,residential,64,31.992594
3496,civic,64,31.992594
3497,bringing,64,31.992594
3498,perfect,64,31.992594
3499,successor,64,31.992594
3500,requirements,64,31.992594
3501,yugoslavia,64,31.992594
3502,seek,64,31.992594
3503,indicates,64,31.992594
3504,respective,64,31.992594
3505,zero,64,31.992594
3506,rounds,64,31.992594
3507,rebuilt,64,31.992594
3508,discussion,64,31.992594
3509,visible,64,31.992594
3510,sharing,64,31.992594
3511,rolling,64,31.992594
3512,pmid,64,31.992594
3513,adventist,64,31.992594
3514,gary,64,31.992594
3515,branches,64,31.992594
3516,edited,64,31.992594
3517,regulations,64,31.992594
3518,jimmy,64,31.992594
3519,rings,64,31.992594
3520,achieve,64,31.992594
3521,instrumental,64,31.992594
3522,opinion,64,31.992594
3523,controversy,64,31.992594
3524,populations,64,31.992594
3525,respiratory,64,31.992594
3526,eu,64,31.992594
3527,crossed,64,31.992594
3528,queue,64,31.992594
3529,custom,64,31.992594
3530,concerts,64,31.992594
3531,indigenous,64,31.992594
3532,clan,64,31.992594
3533,statements,64,31.992594
3534,peninsula,64,31.992594
3535,pm,64,31.992594
3536,henderson,64,31.992594
3537,deet,64,31.992594
3538,russell,63,31.492709
3539,finland,63,31.492709
3540,hans,63,31.492709
3541,injuries,63,31.492709
3542,credited,63,31.492709
3543,holly,63,31.492709
